champion,skinName,releaseDate,price
Aatrox,Blood Moon,2019-01-10,1350
Aatrox,DRX,2023-06-01,1350
Aatrox,Justicar,2013-06-12,975
Aatrox,Lunar Eclipse,2022-04-28,1350
Aatrox,Mecha,2014-07-23,1350
Aatrox,Odyssey,2020-10-15,1350
Aatrox,Original,2013-06-12,880
Aatrox,Sea Hunter,2015-07-22,750
Ahri,Academy,2015-08-26,750
Ahri,Arcade,2016-08-24,1350
Ahri,Arcana,2022-04-14,1350
Ahri,Challenger,2015-01-15,975
Ahri,Coven,2021-08-12,1350
Ahri,Dynasty,2011-12-14,975
Ahri,Elderwood,2019-08-29,1350
Ahri,Foxfire,2012-07-11,975
Ahri,KDA,2018-11-03,1350
Ahri,KDA ALL OUT,2020-10-29,1350
Ahri,Midnight,2011-12-14,750
Ahri,Original,2011-12-14,880
Ahri,Popstar,2013-11-25,975
Ahri,Snow Moon,2023-05-18,1350
Ahri,Spirit Blossom,2020-08-06,1820
Ahri,Star Guardian,2017-09-06,1820
Akali,All-star,2010-06-24,975
Akali,Blood Moon,2011-06-07,975
Akali,Crime City Nightmare,2021-08-26,1350
Akali,DRX,2023-06-01,1350
Akali,Headhunter,2015-03-23,1350
Akali,Infernal,2010-05-11,520
Akali,KDA,2018-11-03,1350
Akali,KDA ALL OUT,2020-10-29,1350
Akali,Nurse,2011-01-04,975
Akali,Original,2010-05-11,790
Akali,PROJECT,2019-08-01,1350
Akali,Sashimi,2016-09-07,750
Akali,Silverfang,2011-11-29,975
Akali,Star Guardian,2022-07-28,1820
Akali,Stinger,2010-05-11,520
Akali,True Damage,2019-11-10,1350
Akshan,Crystal Rose,2022-02-10,1350
Akshan,Cyber Pop,2021-07-22,1350
Akshan,Original,2021-07-22,975
Alistar,Blackfrost,2020-03-05,1350
Alistar,Conqueror,2019-04-30,975
Alistar,Golden,2010-01-13,390
Alistar,Infernal,2012-07-13,975
Alistar,Longhorn,2011-02-16,520
Alistar,Lunar Beast,2021-02-04,1350
Alistar,Marauder,2015-09-30,750
Alistar,Matador,2010-05-11,975
Alistar,Moo Cow,2017-03-29,975
Alistar,Original,2009-02-21,585
Alistar,SKT T1,2016-08-17,975
Alistar,Sweeper,2014-06-18,750
Amumu,Almost-Prom King,2011-02-07,520
Amumu,Emumu,2010-08-01,520
Amumu,Heartache,2023-02-10,1350
Amumu,Infernal,2018-10-16,1350
Amumu,Little Knight,2011-07-18,750
Amumu,Original,2009-06-25,260
Amumu,Pharaoh,2010-02-02,520
Amumu,Porcelain,2022-01-26,1350
Amumu,Pumpkin Prince,2020-10-22,1350
Amumu,Re-Gifted,2010-12-14,520
Amumu,Sad Robot,2012-05-28,1350
Amumu,Surprise Party,2015-03-31,1350
Amumu,Vancouver,2010-02-12,520
Anivia,Bewitching Batnivia,2022-10-20,1350
Anivia,Bird of Prey,2010-05-02,520
Anivia,Blackfrost,2013-04-29,1820
Anivia,Cosmic Flight,2020-11-24,1350
Anivia,Divine Phoenix,2021-09-02,1350
Anivia,Festival Queen,2017-02-23,975
Anivia,Hextech,2011-03-01,750
Anivia,Noxus Hunter,2010-08-24,520
Anivia,Original,2009-07-09,790
Anivia,Papercraft,2019-02-21,1350
Anivia,Prehistoric,2015-06-14,750
Anivia,Team Spirit,2010-02-12,520
Annie,Annie in Wonderland,2010-08-16,1820
Annie,Cafe Cuties,2021-12-02,1350
Annie,FrankenTibbers,2011-10-19,975
Annie,Fright Night,2022-09-22,1350
Annie,Frostfire,2011-05-24,975
Annie,Lunar Beast,2021-02-04,1350
Annie,Original,2009-02-21,260
Annie,Panda,2013-02-08,975
Annie,Prom Queen,2011-02-07,520
Annie,Red Riding,2010-04-27,520
Annie,Reverse,2011-09-06,975
Annie,Super Galaxy,2017-10-16,1350
Annie,Sweetheart,2015-02-13,750
Aphelios,EDG,2022-05-12,1350
Aphelios,Lunar Beast,2021-02-04,1350
Aphelios,Nightbringer,2019-12-11,1350
Aphelios,Original,2019-12-11,975
Aphelios,Spirit Blossom,2022-10-06,1350
Ashe,Amethyst,2011-11-15,975
Ashe,Championship,2017-09-12,1350
Ashe,Cosmic Queen,2018-08-21,1350
Ashe,Coven,2021-08-12,1350
Ashe,DRX,2023-06-01,1350
Ashe,Fae Dragon,2020-10-01,1350
Ashe,Freljord,2009-11-20,520
Ashe,Heartseeker,2014-02-14,975
Ashe,High Noon,2019-10-10,1820
Ashe,Lunar Empress,2023-01-26,1350
Ashe,Marauder,2015-02-17,750
Ashe,Ocean Song,2022-06-09,1350
Ashe,Original,2009-02-21,260
Ashe,PROJECT,2016-08-01,1820
Ashe,Queen,2010-09-21,975
Ashe,Sherwood Forest,2010-04-08,520
Ashe,Woad,2010-07-18,520
Aurelion Sol,Ashen Lord,2016-03-24,1350
Aurelion Sol,Inkshadow,2023-05-03,1350
Aurelion Sol,Mecha,2018-08-16,1350
Aurelion Sol,Original,2016-03-24,880
Aurelion Sol,Storm Dragon,2020-10-01,1350
Azir,Elderwood,2020-12-10,1350
Azir,Galactic,2014-09-15,975
Azir,Gravelord,2015-12-01,1350
Azir,Original,2014-09-15,880
Azir,SKT T1,2016-08-17,975
Azir,Warring Kingdoms,2017-01-19,1350
Azir,Worlds 2022,2022-09-22,1350
Bard,Astronaut,2020-05-28,1350
Bard,Bard Bard,2016-11-17,750
Bard,Cafe Cuties,2021-12-02,1350
Bard,Elderwood,2015-03-12,975
Bard,Original,2015-03-12,880
Bard,Shan Hai Scrolls,2023-06-14,1350
Bard,Snow Day,2015-12-10,1350
Bel'Veth,Battle Boss,2022-06-09,1350
Bel'Veth,Original,2022-06-09,975
Blitzcrank,Battle Boss,2015-08-19,1350
Blitzcrank,Boom Boom,2010-08-29,520
Blitzcrank,Definitely Not,2011-10-19,975
Blitzcrank,Goalkeeper,2010-06-24,520
Blitzcrank,Lancer Paragon,2017-11-16,1350
Blitzcrank,Lancer Rogue,2017-11-16,1350
Blitzcrank,Original,2009-09-01,790
Blitzcrank,Piltover Customs,2011-03-07,1350
Blitzcrank,Riot,2013-10-21,975
Blitzcrank,Rusty,2009-11-20,520
Blitzcrank,Space Groove,2021-04-01,1820
Blitzcrank,Witch's Brew,2019-10-24,1350
Blitzcrank,Zenith Games,2022-09-09,1350
Blitzcrank,iBlitzcrank,2013-03-01,1350
Brand,Apocalyptic,2011-04-12,750
Brand,Arclight,2019-03-07,1350
Brand,Battle Boss,2017-08-08,1350
Brand,Cryocore,2011-10-05,975
Brand,Debonair,2021-12-09,1350
Brand,Eternal Dragon,2020-10-01,1350
Brand,Original,2011-04-12,880
Brand,Spirit Fire,2015-10-21,1350
Brand,Vandal,2011-04-12,520
Brand,Zombie,2012-10-26,1820
Braum,Braum Lionheart,2015-12-07,750
Braum,Crime City,2018-08-23,1350
Braum,Dragonslayer,2014-05-11,975
Braum,El Tigre,2015-01-21,1350
Braum,Original,2014-05-11,880
Braum,Pool Party,2021-06-09,1350
Braum,Santa,2016-12-14,1350
Braum,Sugar Rush,2019-12-17,1350
Caitlyn,Arcade,2019-06-28,1350
Caitlyn,Arcane,2021-11-22,975
Caitlyn,Arctic Warfare,2011-12-29,750
Caitlyn,Battle Academia,2021-03-18,1820
Caitlyn,DRX,2023-06-01,1350
Caitlyn,Headhunter,2014-09-03,975
Caitlyn,Heartthrob,2023-02-10,1350
Caitlyn,Lunar Wraith,2016-01-27,1350
Caitlyn,Officer,2011-10-05,975
Caitlyn,Original,2011-01-04,880
Caitlyn,Pool Party,2018-08-02,1350
Caitlyn,Pulsefire,2017-05-24,1820
Caitlyn,Resistance,2011-01-04,520
Caitlyn,Safari,2011-05-10,975
Caitlyn,Sheriff,2011-01-04,520
Caitlyn,Snow Moon,2022-06-23,1350
Camille,Arcana,2021-05-13,1350
Camille,Coven,2018-11-27,1350
Camille,Original,2016-12-07,975
Camille,Program,2016-12-12,1350
Camille,Strike Commander,2022-08-25,1350
Camille,iG,2019-04-23,1350
Cassiopeia,Bewitching,2022-10-20,1350
Cassiopeia,Coven,2021-08-12,1350
Cassiopeia,Desperada,2010-12-14,520
Cassiopeia,Eternum,2017-09-20,1350
Cassiopeia,Jade Fang,2013-02-08,975
Cassiopeia,Mythic,2012-07-18,975
Cassiopeia,Original,2010-12-14,880
Cassiopeia,Siren,2010-12-14,520
Cassiopeia,Spirit Blossom,2020-08-06,1350
Cho'Gath,Battlecast Prime,2012-08-03,1820
Cho'Gath,Broken Covenant,2023-03-09,1350
Cho'Gath,Gentleman,2010-05-11,1820
Cho'Gath,Jurassic,2011-11-01,975
Cho'Gath,Loch Ness,2011-03-01,520
Cho'Gath,Nightmare,2009-11-20,520
Cho'Gath,Original,2009-06-25,585
Cho'Gath,Prehistoric,2015-06-14,750
Cho'Gath,Shan Hai Scrolls,2021-01-28,1350
Corki,Arcade,2016-08-24,1350
Corki,Astronaut,2021-07-01,1350
Corki,Corgi,2019-03-27,1350
Corki,Dragonwing,2013-02-08,975
Corki,Fnatic,2014-09-24,750
Corki,Hot Rod,2010-07-27,520
Corki,Ice Toboggan,2010-02-12,1820
Corki,Original,2009-09-18,790
Corki,Red Baron,2010-03-24,1820
Corki,Urfrider,2011-04-04,975
Darius,Academy,2015-08-26,750
Darius,Bioforge,2012-11-13,975
Darius,Crime City Nightmare,2021-08-26,1350
Darius,Dunkmaster,2014-10-12,1820
Darius,God-King,2018-06-27,1820
Darius,High Noon,2019-10-10,1350
Darius,Lord,2012-05-22,975
Darius,Lunar Beast,2021-02-04,1350
Darius,Original,2012-05-22,880
Darius,Spirit Blossom,2022-10-06,1350
Darius,Woad King,2013-06-16,975
Diana,Battle Queen,2020-12-10,1350
Diana,Blood Moon,2017-02-09,1350
Diana,Dark Valkyrie,2012-08-07,975
Diana,Dark Waters,2018-05-31,1350
Diana,Dragonslayer,2020-01-30,1350
Diana,Firecracker,2022-01-26,1350
Diana,Infernal,2016-04-20,1350
Diana,Lunar Goddess,2014-01-28,975
Diana,Original,2012-08-07,880
Diana,Sentinel,2021-07-08,1350
Diana,Winterblessed,2022-12-08,1820
Dr. Mundo,Corporate Mundo,2010-09-12,1820
Dr. Mundo,El Macho Mundo,2016-06-01,1350
Dr. Mundo,Executioner Mundo,2011-06-17,520
Dr. Mundo,Frozen Prince Mundo,2018-12-06,1350
Dr. Mundo,Mr. Mundoverse,2010-03-24,520
Dr. Mundo,Mundo Mundo,2010-10-19,975
Dr. Mundo,Original,2009-09-01,260
Dr. Mundo,Pool Party Mundo,2015-06-25,975
Dr. Mundo,Rageborn Mundo,2012-07-27,975
Dr. Mundo,TPA Mundo,2013-05-23,750
Dr. Mundo,Toxic,2009-12-17,520
Draven,Beast Hunter,2016-02-04,750
Draven,Debonair,2021-12-09,1350
Draven,Draven Draven,2016-03-31,500
Draven,Fright Night,2022-09-22,1350
Draven,Gladiator,2013-03-25,975
Draven,Mecha Kingdoms,2020-01-15,1350
Draven,Original,2012-06-05,880
Draven,Pool Party,2015-06-25,975
Draven,Primetime,2014-06-20,975
Draven,Ruined,2021-01-21,1350
Draven,Santa,2017-12-12,1350
Draven,Soul Reaver,2012-06-05,1350
Ekko,Academy,2015-08-26,750
Ekko,Firelight,2022-02-17,1350
Ekko,Original,2015-05-27,880
Ekko,PROJECT,2016-08-01,1350
Ekko,Pulsefire,2020-05-14,1350
Ekko,SKT T1,2017-06-27,1350
Ekko,Sandstorm,2015-05-27,975
Ekko,Star Guardian,2022-07-14,1350
Ekko,Trick or Treat,2018-10-24,1350
Ekko,True Damage,2019-11-10,1820
Elise,Bewitching,2020-10-22,1350
Elise,Blood Moon,2015-01-08,975
Elise,Death Blossom,2012-10-26,975
Elise,Original,2012-10-26,880
Elise,SKT T1,2016-08-17,975
Elise,Super Galaxy,2017-10-16,1350
Elise,Withered Rose,2022-02-10,1350
Evelynn,Blood Moon,2018-05-08,975
Evelynn,Coven,2021-08-12,1820
Evelynn,KDA,2018-11-03,1350
Evelynn,KDA ALL OUT,2020-10-29,1350
Evelynn,Masquerade,2010-05-17,520
Evelynn,Original,2009-04-30,585
Evelynn,Safecracker,2014-11-28,750
Evelynn,Shadow,2009-11-20,520
Evelynn,Spirit Blossom,2022-10-06,1350
Evelynn,Sugar Rush,2019-12-17,1350
Evelynn,Tango,2010-10-05,520
Ezreal,Ace of Spades,2015-05-20,750
Ezreal,Arcade,2016-08-24,1350
Ezreal,Battle Academia,2019-05-15,1820
Ezreal,Debonair,2014-08-05,750
Ezreal,Explorer,2010-10-13,750
Ezreal,Faerie Court,2023-03-23,1350
Ezreal,Frosted,2010-07-18,520
Ezreal,Nottingham,2010-03-16,520
Ezreal,Original,2010-03-16,880
Ezreal,Pajama Guardian,2018-11-21,1350
Ezreal,Porcelain Protector,2022-01-26,1820
Ezreal,PsyOps,2020-09-03,1350
Ezreal,Pulsefire,2012-06-29,3250
Ezreal,SSG,2018-07-20,1350
Ezreal,Star Guardian,2017-09-06,1350
Ezreal,Striker,2010-06-24,520
Ezreal,TPA,2013-05-23,750
Fiddlesticks,Bandito,2010-08-10,520
Fiddlesticks,Dark Candy,2012-12-14,975
Fiddlesticks,Fiddle Me Timbers,2010-04-26,750
Fiddlesticks,Original,2009-02-21,585
Fiddlesticks,Praetorian,2018-11-08,1350
Fiddlesticks,Pumpkinhead,2010-10-19,520
Fiddlesticks,Risen,2015-04-29,1350
Fiddlesticks,Spectral,2010-03-16,520
Fiddlesticks,Star Nemesis,2022-07-14,1350
Fiddlesticks,Surprise Party,2011-10-27,975
Fiddlesticks,Union Jack,2010-02-12,520
Fiora,Bewitching,2021-10-07,1350
Fiora,Faerie Court,2023-03-23,1350
Fiora,Headmistress,2012-10-26,975
Fiora,Heartpiercer,2019-02-11,1350
Fiora,Lunar Beast,2021-02-04,1350
Fiora,Nightraven,2012-02-29,750
Fiora,Original,2012-02-29,880
Fiora,PROJECT,2015-09-07,1350
Fiora,Pool Party,2016-07-13,1350
Fiora,Pulsefire,2020-05-14,1350
Fiora,Royal Guard,2012-02-29,520
Fiora,Soaring Sword,2017-09-27,1350
Fiora,iG,2019-04-23,1350
Fizz,Astronaut,2023-02-24,1350
Fizz,Atlantean,2011-11-15,520
Fizz,Cottontail,2015-08-09,975
Fizz,Fisherman,2012-04-01,975
Fizz,Fuzz,2019-03-27,1350
Fizz,Little Devil,2020-10-22,1350
Fizz,Omega Squad,2017-07-26,1350
Fizz,Original,2011-11-15,880
Fizz,Super Galaxy,2016-05-25,1350
Fizz,Tundra,2011-11-15,750
Fizz,Void,2014-04-06,1350
Galio,Birdio,2018-03-29,975
Galio,Commando,2011-01-18,520
Galio,Debonair,2015-04-13,750
Galio,Dragon Guardian,2021-04-15,1350
Galio,Enchanted,2010-08-10,520
Galio,Gatekeeper,2012-04-23,1820
Galio,Hextech,2010-08-10,520
Galio,Infernal,2019-09-05,1350
Galio,Mythmaker,2023-01-12,1350
Galio,Original,2010-08-10,790
Gangplank,Captain,2015-08-09,975
Gangplank,Dreadnova,2017-01-12,1350
Gangplank,FPX,2020-04-30,1350
Gangplank,Gangplank the Betrayer,2022-05-05,1350
Gangplank,Minuteman,2010-07-03,520
Gangplank,Original,2009-08-18,790
Gangplank,Pool Party,2018-08-02,1350
Gangplank,Sailor,2011-01-10,750
Gangplank,Special Forces,2012-09-12,975
Gangplank,Spooky,2010-03-16,520
Gangplank,Sultan,2013-11-13,975
Gangplank,Toy Soldier,2011-12-14,975
Garen,Battle Academia,2021-03-18,1350
Garen,Commando,2010-09-08,520
Garen,Demacia Vice,2019-07-18,1350
Garen,Desert Trooper,2010-04-27,520
Garen,Dreadknight,2011-01-18,975
Garen,God-King,2018-06-27,1820
Garen,Mecha Kingdoms,2020-01-15,1350
Garen,Mythmaker,2023-01-12,1350
Garen,Original,2010-04-27,260
Garen,Rogue Admiral,2015-07-22,750
Garen,Rugged,2011-08-15,750
Garen,Sanguine,2010-04-27,520
Garen,Steel Legion,2013-02-01,1350
Garen,Warring Kingdoms,2017-01-19,1350
Gnar,Astronaut,2020-05-28,1350
Gnar,Dino,2014-08-13,975
Gnar,El León,2016-06-01,750
Gnar,Elderwood,2022-01-06,1350
Gnar,Gentleman,2015-07-14,975
Gnar,Original,2014-08-13,880
Gnar,SSG,2018-07-20,1350
Gnar,Snow Day,2015-12-10,975
Gnar,Super Galaxy,2017-10-16,1350
Gragas,Arctic Ops,2018-01-25,1350
Gragas,Fnatic,2014-09-24,750
Gragas,Gragas Caskbreaker,2015-12-07,750
Gragas,"Gragas, Esq.",2011-04-12,975
Gragas,Hillbilly,2010-08-01,520
Gragas,Oktoberfest,2012-09-21,975
Gragas,Original,2010-02-02,790
Gragas,Santa,2010-12-14,975
Gragas,Scuba,2010-05-03,975
Gragas,Space Groove,2022-11-17,1350
Gragas,Superfan,2014-06-18,750
Gragas,Vandal,2012-03-02,975
Gragas,Warden,2021-01-07,1350
Graves,Battle Professor,2019-05-15,1350
Graves,Crime City,2012-04-02,975
Graves,Cutthroat,2015-07-21,750
Graves,EDG,2022-05-12,1350
Graves,Hired Gun,2011-10-19,520
Graves,Jailbreak,2011-10-19,975
Graves,Original,2011-10-19,880
Graves,Pool Party,2013-09-09,1350
Graves,Praetorian,2018-11-08,1350
Graves,Riot,2012-08-16,975
Graves,Sentinel,2021-07-22,1820
Graves,Snow Day,2016-12-14,1350
Gwen,Cafe Cuties,2021-12-02,1350
Gwen,Original,2021-04-15,975
Gwen,Space Groove,2021-04-15,1350
Hecarim,Arcade,2013-08-21,1350
Hecarim,Arcana,2022-04-14,1350
Hecarim,Blood Knight,2012-04-17,975
Hecarim,Cosmic Charger,2020-11-24,1350
Hecarim,Elderwood,2015-11-25,1350
Hecarim,Headless,2012-10-26,975
Hecarim,High Noon,2019-10-10,1350
Hecarim,Original,2012-04-17,880
Hecarim,Reaper,2012-04-17,975
Hecarim,Worldbreaker,2016-11-10,750
Heimerdinger,Alien Invader,2010-07-13,1820
Heimerdinger,Blast Zone,2010-06-24,520
Heimerdinger,Dragon Trainer,2018-10-11,1820
Heimerdinger,Hazmat,2014-07-13,975
Heimerdinger,Heimerstinger,2022-03-03,1350
Heimerdinger,Original,2009-10-09,790
Heimerdinger,Piltover Customs,2010-11-22,975
Heimerdinger,Pool Party,2020-07-02,1350
Heimerdinger,Snowmerdinger,2011-12-14,975
Illaoi,Cosmic Invoker,2020-11-24,1350
Illaoi,Original,2015-11-24,880
Illaoi,Resistance,2018-03-15,1350
Illaoi,Snow Moon,2022-06-23,1350
Illaoi,Void Bringer,2015-11-24,1350
Irelia,Aviator,2010-11-16,520
Irelia,Divine Sword,2018-09-04,1350
Irelia,Frostblade,2012-04-30,975
Irelia,High Noon,2020-06-18,1350
Irelia,Infiltrator,2011-10-11,975
Irelia,Mythmaker,2023-01-12,1820
Irelia,Nightblade,2010-11-16,520
Irelia,Order of the Lotus,2015-06-03,750
Irelia,Original,2010-11-16,880
Irelia,PROJECT,2019-08-01,1350
Irelia,Sentinel,2021-07-08,1350
Irelia,iG,2019-04-23,1350
Ivern,Astronaut,2023-02-24,1350
Ivern,Candy King,2016-10-04,1350
Ivern,Dunkmaster,2019-04-04,1350
Ivern,Old God,2020-12-10,1350
Ivern,Original,2016-10-04,975
Janna,Battle Queen,2020-12-10,1350
Janna,Bewitching,2018-10-24,1350
Janna,Crystal Rose,2022-02-10,1350
Janna,Cyber Halo,2022-08-25,1350
Janna,Fnatic,2014-09-24,750
Janna,Forecast,2013-09-04,1820
Janna,Frost Queen,2011-12-05,975
Janna,Guardian of the Sands,2020-01-22,1350
Janna,Hextech,2010-11-08,975
Janna,Original,2009-09-01,585
Janna,Sacred Sword,2017-09-27,1350
Janna,Star Guardian,2016-10-05,1350
Janna,Tempest,2010-07-13,520
Jarvan IV,Commando,2011-03-01,520
Jarvan IV,Dark Star,2018-03-01,1350
Jarvan IV,Darkforge,2011-07-26,975
Jarvan IV,Dragonslayer,2011-03-01,750
Jarvan IV,Fnatic,2014-09-24,750
Jarvan IV,Lunar Beast,2021-02-04,1350
Jarvan IV,Nightbringer,2023-04-20,1350
Jarvan IV,Original,2011-03-01,880
Jarvan IV,Pool Party,2020-07-02,1350
Jarvan IV,SSG,2018-07-20,1350
Jarvan IV,Warring Kingdoms,2013-02-08,1350
Jarvan IV,Worlds 2021,2021-09-23,1350
Jax,Angler,2010-06-08,975
Jax,Conqueror,2021-04-29,1350
Jax,Empyrean,2022-11-03,1350
Jax,God Staff,2018-01-11,1350
Jax,Jaximus,2011-05-10,975
Jax,Mecha Kingdoms,2020-01-15,1820
Jax,Nemesis,2012-09-14,975
Jax,Original,2009-02-21,585
Jax,SKT T1,2014-05-04,750
Jax,Temple,2011-11-15,750
Jax,The Mighty,2010-02-12,520
Jax,Vandal,2010-02-24,520
Jax,Warden,2015-09-30,750
Jayce,Arcane,2021-11-08,975
Jayce,Battle Academia,2019-05-15,1350
Jayce,Debonair,2013-02-14,975
Jayce,Forsaken,2015-05-03,1350
Jayce,Full Metal,2012-07-06,1350
Jayce,Jayce Brighthammer,2016-11-17,750
Jayce,Original,2012-07-06,880
Jayce,Resistance,2020-11-12,1350
Jayce,Zenith Games,2022-09-09,1350
Jhin,Blood Moon,2017-02-09,1350
Jhin,DWG,2021-04-29,1350
Jhin,Dark Cosmic,2019-06-13,1820
Jhin,Empyrean,2022-11-03,1350
Jhin,High Noon,2016-02-01,1350
Jhin,Original,2016-02-01,880
Jhin,PROJECT,2017-11-22,1350
Jhin,SKT T1,2017-06-27,1350
Jhin,Shan Hai Scrolls,2021-01-28,1350
Jinx,Ambitious Elf,2017-12-12,1350
Jinx,Arcane,2021-11-24,975
Jinx,Battle Cat,2022-03-31,1350
Jinx,Crime City,2013-10-09,975
Jinx,Firecracker,2015-02-10,1350
Jinx,Heartseeker,2020-02-04,1350
Jinx,Odyssey,2018-09-12,1350
Jinx,Original,2013-10-09,880
Jinx,PROJECT,2019-08-01,1350
Jinx,Star Guardian,2016-10-05,1820
Jinx,Zombie Slayer,2015-11-05,1350
K'Sante,Empyrean,2022-11-03,1350
K'Sante,Original,2022-11-03,975
Kai'Sa,Arcade,2019-06-28,1350
Kai'Sa,Bullet Angel,2018-03-07,1350
