champion,skinName,releaseDate,price
Rumble,Super Galaxy,2014-04-02,1820
Ryze,Arcana,2022-04-14,1350
Ryze,Championship,2019-09-26,1350
Ryze,Dark Crystal,2012-02-20,975
Ryze,Guardian of the Sands,2020-01-22,1350
Ryze,Original,2009-02-21,260
Ryze,Pirate,2012-10-26,975
Ryze,Professor,2010-10-05,975
Ryze,Ryze Whitebeard,2015-12-07,750
Ryze,SKT T1,2016-08-17,975
Ryze,Tribal,2010-03-04,520
Ryze,Uncle,2010-07-03,520
Ryze,Zombie,2010-10-19,975
Samira,High Noon,2022-05-26,1350
Samira,Original,2020-09-21,975
Samira,PsyOps,2020-09-21,1350
Samira,Soul Fighter,2023-07-20,3250
Samira,Space Groove,2021-04-01,1350
Sejuani,Bear Cavalry,2013-07-31,1350
Sejuani,Beast Hunter,2016-02-04,750
Sejuani,Darkrider,2012-01-17,975
Sejuani,Firecracker,2019-01-28,1350
Sejuani,Original,2012-01-17,880
Sejuani,PROJECT,2021-05-27,1350
Sejuani,Poro Rider,2014-12-15,975
Sejuani,Sabretusk,2012-01-17,975
Sejuani,Sejuani Dawnchaser,2016-11-17,750
Sejuani,Solar Eclipse,2022-04-28,1350
Sejuani,Traditional,2013-04-30,975
Senna,Bewitching,2022-10-20,1350
Senna,High Noon,2020-06-18,1820
Senna,Lunar Eclipse,2022-04-28,1350
Senna,Original,2019-11-10,975
Senna,PROJECT,2021-05-27,1350
Senna,True Damage,2019-11-10,1350
Seraphine,Faerie Court,2023-03-23,1350
Seraphine,Graceful Phoenix,2021-09-02,1350
Seraphine,KDA ALL OUT Indie,2020-10-29,3250
Seraphine,Ocean Song,2022-06-09,1350
Seraphine,Original,2020-10-29,975
Sett,Firecracker,2022-01-26,1350
Sett,Mecha Kingdoms,2020-01-14,1350
Sett,Obsidian Dragon,2020-10-01,1350
Sett,Original,2020-01-14,975
Sett,Pool Party,2021-06-09,1350
Sett,Soul Fighter,2023-07-20,1350
Sett,Spirit Blossom,2022-10-06,1820
Shaco,Arcanist,2020-07-09,1350
Shaco,Asylum,2011-11-07,975
Shaco,Crime City Nightmare,2021-08-26,1350
Shaco,Dark Star,2019-06-13,1350
Shaco,Mad Hatter,2010-06-08,520
Shaco,Masked,2013-01-08,975
Shaco,Nutcracko,2010-12-14,975
Shaco,Original,2009-10-09,790
Shaco,Royal,2010-09-12,520
Shaco,Wild Card,2015-05-20,750
Shaco,Winterblessed,2022-12-08,1350
Shaco,Workshop,2011-03-29,975
Shen,Blood Moon,2011-06-07,750
Shen,Frozen,2010-03-24,520
Shen,Infernal,2019-09-05,1350
Shen,Original,2010-03-24,790
Shen,PsyOps,2020-09-03,1350
Shen,Pulsefire,2018-05-17,1350
Shen,Shockblade,2022-02-17,1350
Shen,Surgeon,2011-01-04,975
Shen,TPA,2013-05-23,750
Shen,Warlord,2012-04-17,975
Shen,Yellow Jacket,2010-03-24,520
Shyvana,Boneclaw,2011-11-01,520
Shyvana,Championship,2014-10-13,975
Shyvana,Darkflame,2012-05-28,975
Shyvana,Ice Drake,2013-04-29,975
Shyvana,Ironscale,2011-11-01,750
Shyvana,Original,2011-11-01,790
Shyvana,Ruined,2021-01-21,1350
Shyvana,Super Galaxy,2016-05-25,1350
Singed,Astronaut,2023-02-24,1350
Singed,Augmented,2012-07-09,975
Singed,Beekeeper,2017-10-11,1350
Singed,Black Scourge,2016-05-04,750
Singed,Hextech,2010-08-15,520
Singed,Mad Scientist,2011-09-26,750
Singed,Original,2009-04-17,260
Singed,Resistance,2020-11-12,1350
Singed,Riot Squad,2010-06-25,975
Singed,SSW,2015-05-13,750
Singed,Snow Day,2013-12-19,975
Singed,Surfer,2010-12-06,975
Sion,Barbarian,2010-09-26,750
Sion,Blackfrost,2021-04-15,1350
Sion,Hextech,2010-06-01,520
Sion,High Noon,2022-05-26,1350
Sion,Lumberjack,2011-01-24,520
Sion,Mecha Zero,2016-04-13,1820
Sion,Original,2009-02-21,585
Sion,Warmonger,2011-07-18,975
Sion,Worldbreaker,2020-04-09,1350
Sivir,Bandit,2011-03-21,750
Sivir,Blood Moon,2019-01-10,1350
Sivir,Cafe Cuties,2021-12-02,1350
Sivir,Mythmaker,2023-01-12,1350
Sivir,Odyssey,2020-10-15,1350
Sivir,Original,2009-02-21,260
Sivir,Pizza Delivery,2018-03-29,1350
Sivir,Snowstorm,2013-12-19,975
Sivir,Solar Eclipse,2022-04-28,1820
Sivir,Spectacular,2010-06-08,975
Sivir,Warden,2015-02-17,750
Sivir,Warrior Princess,2010-04-27,520
Skarner,Battlecast Alpha,2014-11-25,1820
Skarner,Cosmic Sting,2020-11-24,1350
Skarner,Earthrune,2011-08-09,520
Skarner,Guardian of the Sands,2015-04-26,975
Skarner,Original,2011-08-09,880
Skarner,Sandscourge,2011-08-09,975
Sona,Arcade,2012-08-31,1350
Sona,DJ,2015-02-25,3250
Sona,Guqin,2012-01-10,975
Sona,Muse,2010-09-21,975
Sona,Odyssey,2018-09-12,1350
Sona,Original,2010-09-21,790
Sona,Pentakill,2010-09-21,975
Sona,Pentakill Lost Chapter,2021-09-09,1350
Sona,PsyOps,2020-09-03,1820
Sona,Silent Night,2010-12-14,520
Sona,Star Guardian,2022-07-14,1350
Sona,Sweetheart,2016-02-11,975
Soraka,Cafe Cuties,2021-12-02,1350
Soraka,Celestine,2013-03-05,975
Soraka,Dawnbringer,2019-12-12,1820
Soraka,Divine,2010-11-02,975
Soraka,Dryad,2010-06-03,520
Soraka,Nightbringer,2019-12-12,1820
Soraka,Order of the Banana,2015-03-31,750
Soraka,Original,2009-02-21,260
Soraka,Pajama Guardian,2018-11-21,1350
Soraka,Program,2016-04-06,1350
Soraka,Reaper,2014-11-05,1350
Soraka,Spirit Blossom,2022-10-06,1350
Soraka,Star Guardian,2017-09-06,1350
Soraka,Winter Wonder,2018-12-06,1350
Swain,Bilgewater,2010-10-05,520
Swain,Crystal Rose,2021-02-11,1350
Swain,Dragon Master,2018-02-22,1350
Swain,Northern Front,2010-10-05,750
Swain,Original,2010-10-05,880
Swain,Tyrant,2012-05-22,1350
Swain,Winterblessed,2022-12-08,1350
Sylas,Battle Wolf,2022-03-31,1350
Sylas,Freljord,2020-01-10,1350
Sylas,Lunar Wraith,2019-01-25,1350
Sylas,Original,2019-01-25,975
Sylas,PROJECT,2021-05-27,1350
Syndra,Atlantean,2014-04-29,975
Syndra,Bewitching,2021-10-07,1350
Syndra,Justicar,2012-09-12,975
Syndra,Original,2012-09-12,880
Syndra,Pool Party,2020-07-02,1350
Syndra,Queen of Diamonds,2015-05-20,750
Syndra,SKT T1,2017-06-27,1350
Syndra,Snow Day,2015-12-10,1350
Syndra,Spirit Blossom,2022-10-06,1350
Syndra,Star Guardian,2017-09-06,1350
Syndra,Withered Rose,2021-02-11,1350
Tahm Kench,Arcana,2021-05-13,1350
Tahm Kench,Coin Emperor,2019-01-28,1350
Tahm Kench,High Noon,2022-05-26,1350
Tahm Kench,Master Chef,2015-07-08,975
Tahm Kench,Original,2015-07-08,880
Tahm Kench,Shan Hai Scrolls,2023-06-14,1350
Tahm Kench,Urf Kench,2016-03-31,750
Taliyah,Freljord,2016-05-17,1350
Taliyah,Original,2016-05-17,975
Taliyah,Pool Party,2020-07-02,1350
Taliyah,SSG,2018-07-20,1350
Taliyah,Star Guardian,2022-07-28,1350
Talon,Blood Moon,2017-02-09,1350
Talon,Crimson Elite,2011-08-24,750
Talon,Dragonblade,2012-01-10,975
Talon,Enduring Sword,2018-09-04,1350
Talon,High Noon,2022-05-12,1350
Talon,Original,2011-08-24,880
Talon,Renegade,2011-08-24,520
Talon,SSW,2015-05-13,750
Talon,Talon Blackwood,2020-03-19,1350
Talon,Withered Rose,2021-02-11,1350
Taric,Armor of the Fifth Age,2010-04-08,750
Taric,Bloodstone,2011-08-09,975
Taric,Emerald,2009-11-20,520
Taric,Original,2009-08-18,585
Taric,Pool Party,2016-07-13,1350
Taric,Space Groove,2022-11-17,1350
Taric,Taric Luminshield,2020-03-19,1350
Teemo,Astronaut,2010-10-27,1350
Teemo,Badger,2010-01-13,520
Teemo,Beemo,2018-05-01,1350
Teemo,Cottontail,2011-04-18,975
Teemo,Firecracker,2022-01-26,1350
Teemo,Happy Elf,2009-12-17,520
Teemo,Little Devil,2016-10-19,1350
Teemo,Omega Squad,2015-04-08,1820
Teemo,Original,2009-02-21,585
Teemo,Panda,2012-07-09,975
Teemo,Recon,2009-12-17,520
Teemo,Space Groove,2022-11-17,1820
Teemo,Spirit Blossom,2020-07-22,1350
Teemo,Super,2011-10-10,975
Thresh,Blood Moon,2015-01-08,975
Thresh,Championship,2013-10-03,975
Thresh,Dark Star,2016-06-15,1820
Thresh,Deep Terror,2013-01-23,975
Thresh,FPX,2020-04-30,1350
Thresh,High Noon,2018-08-30,1350
Thresh,Lunar Emperor,2023-01-26,1350
Thresh,Original,2013-01-23,880
Thresh,Pulsefire,2019-11-21,1350
Thresh,SSW,2015-05-13,750
Thresh,Spirit Blossom,2020-07-22,1820
Thresh,Steel Dragon,2021-10-21,1350
Thresh,Unbound,2021-07-29,750
Tristana,Bewitching,2016-10-19,1350
Tristana,Buccaneer,2011-06-27,520
Tristana,Dragon Trainer,2015-12-03,1820
Tristana,Earnest Elf,2009-12-31,520
Tristana,Firecracker,2022-01-26,1350
Tristana,Firefighter,2010-06-03,1820
Tristana,Guerilla,2010-08-10,975
Tristana,Little Demon,2019-05-30,1350
Tristana,Omega Squad,2017-07-26,1350
Tristana,Original,2009-02-21,585
Tristana,Pengu Cosplay,2020-04-01,1350
Tristana,Rocket Girl,2012-10-19,975
Tristana,Spirit Blossom,2022-10-06,1350
Trundle,Constable,2014-11-28,750
Trundle,Dragonslayer,2020-01-30,1350
Trundle,Fright Night,2022-09-22,1350
Trundle,Junkyard,2010-12-01,750
Trundle,Lil' Slugger,2010-12-01,520
Trundle,Original,2010-12-01,880
Trundle,Traditional,2013-04-30,975
Trundle,Worldbreaker,2016-11-10,750
Tryndamere,Beast Hunter,2016-02-04,750
Tryndamere,Blood Moon,2020-02-20,1350
Tryndamere,Chemtech,2017-06-05,975
Tryndamere,Demonblade,2011-08-01,1820
Tryndamere,Highland,2010-03-16,520
Tryndamere,King,2010-09-21,520
Tryndamere,Nightbringer,2021-09-23,1350
Tryndamere,Nightmare,2015-06-07,750
Tryndamere,Original,2009-04-30,585
Tryndamere,Sultan,2012-09-26,975
Tryndamere,Viking,2011-06-24,750
Tryndamere,Warring Kingdoms,2014-01-28,975
Twisted Fate,Blood Moon,2017-02-09,1350
Twisted Fate,Crime City Nightmare,2021-08-26,1350
Twisted Fate,Cutpurse,2015-07-21,750
Twisted Fate,DWG,2021-04-29,1350
Twisted Fate,High Noon,2011-05-17,975
Twisted Fate,Jack of Hearts,2010-02-10,520
Twisted Fate,Musketeer,2011-11-21,750
Twisted Fate,Odyssey,2020-10-15,1350
Twisted Fate,Original,2009-02-21,585
Twisted Fate,Pulsefire,2018-05-17,1350
Twisted Fate,Red Card,2014-06-18,750
Twisted Fate,Space Groove,2022-11-17,1350
Twisted Fate,Tango,2010-10-05,520
Twisted Fate,The Magnificent,2010-05-17,1820
Twisted Fate,Underworld,2012-10-26,975
Twitch,Crime City,2010-10-13,975
Twitch,Dragonslayer,2021-04-15,1350
Twitch,High Noon,2022-05-26,1350
Twitch,Ice King,2018-12-06,1350
Twitch,Kingpin,2009-11-20,520
Twitch,Omega Squad,2017-07-26,1350
Twitch,Original,2009-04-30,790
Twitch,Pickpocket,2014-11-28,750
Twitch,SSW,2015-05-13,750
Twitch,Twitch Shadowfoot,2020-03-19,1350
Twitch,Vandal,2011-02-22,975
Twitch,Whistler Village,2010-02-12,520
Udyr,Black Belt,2010-07-18,520
Udyr,Definitely Not,2015-03-31,975
Udyr,Dragon Oracle,2019-08-15,1350
Udyr,Inkshadow,2023-05-03,1350
Udyr,Original,2009-12-02,585
Udyr,Primal,2010-12-06,975
Udyr,Spirit Guard,2013-07-16,3250
Urgot,Battlecast,2012-03-05,1350
Urgot,Butcher,2010-08-24,520
Urgot,Fright Night,2022-09-22,1350
Urgot,Giant Enemy Crabgot,2010-08-24,520
Urgot,High Noon,2018-08-30,1350
Urgot,Original,2010-08-24,790
Urgot,Pajama Guardian Cosplay,2020-04-01,1350
Varus,Arclight,2012-12-05,975
Varus,Arctic Ops,2014-03-20,1350
Varus,Blight Crystal,2012-05-08,975
Varus,Conqueror,2018-04-25,975
Varus,Cosmic Hunter,2020-11-24,1350
Varus,Dark Star,2016-06-15,1350
Varus,Heartseeker,2015-02-13,1350
Varus,High Noon,2022-05-12,1350
Varus,Infernal,2019-09-05,1350
Varus,Original,2012-05-08,880
Varus,PROJECT,2021-05-27,1350
Varus,Snow Moon,2023-05-18,1350
Varus,Varus Swiftbolt,2015-12-07,750
Vayne,Arclight,2015-04-20,975
Vayne,Aristocrat,2011-05-10,520
Vayne,Battle Bat,2022-03-31,1350
Vayne,Dawnbringer,2023-04-20,1350
Vayne,Dragonslayer,2011-08-24,975
Vayne,FPX,2020-04-30,1350
Vayne,Firecracker,2019-01-28,1350
Vayne,Heartseeker,2012-02-14,975
Vayne,Original,2011-05-10,880
Vayne,PROJECT,2017-11-22,1820
Vayne,SKT T1,2014-05-04,750
Vayne,Sentinel,2021-07-08,1820
Vayne,Spirit Blossom,2020-07-22,1350
Vayne,Vindicator,2011-05-10,520
Veigar,Astronaut,2021-07-01,1350
Veigar,Bad Santa,2012-12-14,975
Veigar,Baron Von,2011-06-27,975
Veigar,Curling,2010-02-12,520
Veigar,Elderwood,2019-08-29,1350
Veigar,Final Boss,2014-08-27,1820
Veigar,Furyhorn Cosplay,2020-04-01,1350
Veigar,Leprechaun,2011-03-15,520
Veigar,Monster Tamer,2022-08-11,1350
Veigar,Omega Squad,2017-07-26,1350
Veigar,Original,2009-07-23,585
Veigar,Superb Villain,2012-01-02,975
Veigar,Veigar Greybeard,2010-09-08,750
Veigar,White Mage,2009-12-17,390
Vel'Koz,Arclight,2015-01-28,1350
Vel'Koz,Battlecast,2014-02-27,1350
Vel'Koz,Blackfrost,2021-04-15,1350
Vel'Koz,Definitely Not,2016-03-31,750
Vel'Koz,Infernal,2020-07-16,1350
Vel'Koz,Original,2014-02-27,880
Vex,Dawnbringer,2021-09-23,1350
Vex,Empyrean,2022-11-03,1350
Vex,Original,2021-09-23,975
Vi,Arcane,2021-11-15,975
Vi,Debonair,2014-08-05,750
Vi,Demon,2015-10-19,1350
Vi,Heartache,2023-02-10,1350
Vi,Heartbreaker,2019-02-11,1350
Vi,Neon Strike,2012-12-19,975
Vi,Officer,2013-10-29,975
Vi,Original,2012-12-19,880
Vi,PROJECT,2017-11-22,1350
Vi,PsyOps,2020-09-03,1350
Vi,Warring Kingdoms,2017-01-19,1350
Viego,Dissonance of Pentakill,2021-09-09,1350
Viego,EDG,2022-05-12,1350
Viego,King,2022-09-09,1350
Viego,Lunar Beast,2021-01-21,1350
Viego,Original,2021-01-21,975
Viktor,Creator,2013-09-30,1350
Viktor,Death Sworn,2017-10-25,1350
Viktor,Full Machine,2011-12-29,975
Viktor,High Noon,2022-05-26,1350
Viktor,Original,2011-12-29,880
Viktor,Prototype,2011-12-29,520
Viktor,PsyOps,2020-09-17,1350
Vladimir,Academy,2015-08-26,750
Vladimir,Blood Lord,2011-11-21,1820
Vladimir,Broken Covenant,2023-03-09,1350
Vladimir,Cafe Cuties,2021-12-02,1350
Vladimir,Cosmic Devourer,2020-11-24,1350
Vladimir,Count,2010-07-27,520
Vladimir,Dark Waters,2018-05-31,1350
Vladimir,Marquis,2010-07-27,520
Vladimir,Nightbringer,2019-12-12,1350
Vladimir,Nosferatu,2010-10-19,975
Vladimir,Original,2010-07-27,790
Vladimir,Soulstealer,2014-07-09,1350
Vladimir,Vandal,2011-01-24,975
Volibear,Captain,2014-11-28,750
Volibear,Duality Dragon,2021-10-21,1350
Volibear,El Rayo,2016-06-01,750
Volibear,Inkshadow,2023-05-03,1350
Volibear,Northern Storm,2011-11-29,750
Volibear,Original,2011-11-29,880
Volibear,Runeguard,2013-04-29,975
Volibear,The Thousand-Pierced Bear,2020-05-28,975
Volibear,Thunder Lord,2011-11-29,520
Warwick,Big Bad,2010-04-27,520
Warwick,Feral,2010-11-16,975
Warwick,Firefang,2011-03-29,975
Warwick,Hyena,2011-12-05,975
Warwick,Lunar Guardian,2018-02-08,1350
Warwick,Marauder,2015-02-17,750
Warwick,Old God,2021-08-12,1350
Warwick,Original,2009-02-21,260
Warwick,PROJECT,2019-08-01,1350
Warwick,Tundra Hunter,2010-08-15,520
Warwick,Urf the Manatee,2010-03-31,5000
Warwick,Urfwick,2017-11-08,150000
Warwick,Winterblessed,2022-12-08,1350
Wukong,Battle Academia,2021-03-18,1350
Wukong,General,2011-07-26,750
Wukong,Jade Dragon,2012-01-10,975
Wukong,Lancer Stratus,2018-04-04,1350
Wukong,Original,2011-07-26,880
Wukong,Radiant,2016-01-27,1350
Wukong,Underworld,2014-10-28,1350
Wukong,Volcanic,2011-07-26,975
Xayah,Arcana,2022-04-14,1350
Xayah,Brave Phoenix,2021-09-02,1350
Xayah,Broken Covenant,2023-03-09,1350
Xayah,Cosmic Dusk,2017-04-18,1350
Xayah,Elderwood,2020-12-10,1350
Xayah,Original,2017-04-18,975
Xayah,SSG,2018-07-20,1350
Xayah,Star Guardian,2019-09-12,1820
Xayah,Sweetheart,2018-02-12,1350
Xerath,Arcana,2021-05-13,1350
Xerath,Astronaut,2023-02-24,1350
Xerath,Battlecast,2011-10-05,520
Xerath,Dark Star,2020-03-26,1350
Xerath,Guardian of the Sands,2015-04-26,1350
Xerath,Original,2011-10-05,880
Xerath,Runeborn,2011-10-05,750
Xerath,Scorched Earth,2012-07-13,1350
Xin Zhao,Commando,2010-07-13,520
Xin Zhao,Cosmic Defender,2018-08-21,1350
Xin Zhao,Dragonslayer,2017-03-09,1350
Xin Zhao,Firecracker,2022-01-26,1350
Xin Zhao,Imperial,2010-07-13,520
Xin Zhao,Marauder,2021-01-07,1350
Xin Zhao,Original,2010-07-13,585
Xin Zhao,Secret Agent,2015-03-16,975
Xin Zhao,Viscero,2010-11-22,975
Xin Zhao,Warring Kingdoms,2013-02-08,1350
Xin Zhao,Winged Hussar,2011-09-26,975
Yasuo,Battle Boss,2019-06-28,1350
Yasuo,Blood Moon,2016-02-25,975
Yasuo,Dream Dragon,2021-10-21,1820
Yasuo,High Noon,2013-12-13,975
Yasuo,Inkshadow,2023-05-03,1350
Yasuo,Nightbringer,2017-06-14,1820
Yasuo,Odyssey,2018-09-12,1350
Yasuo,Original,2013-12-13,880
Yasuo,PROJECT,2014-08-31,1350
Yasuo,Sea Dog,2022-05-05,1350
Yasuo,Spirit Blossom,2020-07-22,1350
Yasuo,True Damage,2019-11-10,1350
Yasuo,Truth Dragon,2021-10-21,1820
Yone,Battle Academia,2021-03-18,1350
Yone,Dawnbringer,2021-09-23,1820
Yone,Inkshadow,2023-05-03,1350
Yone,Ocean Song,2022-06-09,1350
Yone,Original,2020-08-06,975
Yone,Spirit Blossom,2020-08-06,1350
Yorick,Arclight,2017-10-02,1350
Yorick,Meowrick,2019-03-27,1350
Yorick,Original,2011-06-22,880
Yorick,Pentakill,2011-06-21,975
Yorick,Pentakill Lost Chapter,2021-09-09,1350
Yorick,Resistance,2020-11-12,1350
Yorick,Spirit Blossom,2022-10-06,1350
Yorick,Undertaker,2011-06-21,520
Yuumi,Battle Principal,2019-05-14,1350
Yuumi,Bewitching,2021-10-07,1350
Yuumi,EDG,2022-05-12,1350
Yuumi,Heartseeker,2020-02-04,1350
Yuumi,Original,2019-05-14,975
Yuumi,Shiba,2023-04-06,1350
Yuumi,Yuubee,2021-03-04,1350
Zac,Battlecast,2020-11-12,1350
Zac,Empyrean,2022-11-03,1350
Zac,Original,2013-03-29,880
Zac,Pool Party,2015-06-25,1350
Zac,SKT T1,2017-06-27,1350
Zac,Special Weapon,2013-03-29,975
Zed,Championship,2016-09-25,975
Zed,Death Sworn,2017-10-25,1350
Zed,Debonair,2021-12-09,1820
Zed,Empyrean,2022-11-03,1350
Zed,Galaxy Slayer,2019-04-18,1820
Zed,Original,2012-11-13,880
Zed,PROJECT,2015-09-07,1350
Zed,PsyOps,2020-09-17,1350
Zed,SKT T1,2014-05-04,750
Zed,Shockblade,2012-11-13,975
Zeri,Ocean Song,2022-06-09,1350
Zeri,Original,2022-01-20,975
Zeri,Withered Rose,2022-01-20,1350
Ziggs,BZZZiggs,2022-03-03,1350
Ziggs,Battle Boss,2017-08-08,1350
Ziggs,Mad Scientist,2012-02-01,975
Ziggs,Major,2012-02-01,975
Ziggs,Master Arcanist,2015-05-06,1350
Ziggs,Odyssey,2018-09-12,1350
Ziggs,Original,2012-02-01,880
Ziggs,Pool Party,2012-09-04,1350
Ziggs,Snow Day,2012-12-14,975
Ziggs,Sugar Rush,2019-12-17,1350
Zilean,Blood Moon,2015-05-10,975
Zilean,Groovy,2010-07-27,520
Zilean,Old Saint,2009-12-23,520
Zilean,Original,2009-04-17,585
Zilean,Shurima Desert,2010-09-08,975
Zilean,Sugar Rush,2019-12-17,1350
Zilean,Time Machine,2011-04-12,520
Zilean,Winterblessed,2022-12-08,1350
Zoe,Arcanist,2020-07-09,1350
Zoe,Cyber Pop,2017-11-21,1350
Zoe,EDG,2022-05-12,1350
Zoe,Original,2017-11-21,975
Zoe,Pool Party,2018-08-02,1350
Zoe,Star Guardian,2019-09-12,1350
Zoe,Winterblessed,2022-12-08,1350
Zyra,Coven,2020-04-16,1350
Zyra,Crime City Nightmare,2021-08-26,1350
Zyra,Crystal Rose,2021-02-11,1350
Zyra,Dragon Sorceress,2017-03-09,1350
Zyra,Haunted,2013-10-29,1350
Zyra,Mythmaker,2023-01-12,1350
Zyra,Original,2012-07-24,880
Zyra,SKT T1,2014-05-04,750
Zyra,Wildfire,2012-07-24,975
